# binIndex1	binCenter1	binIndex2	binCenter2	count
6	7.72247e-06	11	-0.228477	0
6	7.72247e-06	12	-0.215117	0
6	7.72247e-06	13	-0.201757	0
6	7.72247e-06	14	-0.188397	0
6	7.72247e-06	15	-0.175037	0
6	7.72247e-06	16	-0.161677	0
6	7.72247e-06	17	-0.148316	2.38391e-06
6	7.72247e-06	18	-0.134956	2.22584e-06
6	7.72247e-06	19	-0.121596	7.5439e-06
6	7.72247e-06	20	-0.108236	7.10899e-06
6	7.72247e-06	21	-0.0948757	9.92944e-06
6	7.72247e-06	22	-0.0815155	6.03133e-05
6	7.72247e-06	23	-0.0681554	0.000207016
6	7.72247e-06	24	-0.0547952	0.00155687
6	7.72247e-06	25	-0.041435	0.0156655
6	7.72247e-06	26	-0.0280749	0.0786535
6	7.72247e-06	27	-0.0147147	0.22254
6	7.72247e-06	28	-0.00135454	0.306096
6	7.72247e-06	29	0.0120056	0.24847
6	7.72247e-06	30	0.0253658	0.100624
6	7.72247e-06	31	0.038726	0.0231041
6	7.72247e-06	32	0.0520861	0.00259657
6	7.72247e-06	33	0.0654463	0.000284854
6	7.72247e-06	34	0.0788065	8.05544e-05
6	7.72247e-06	35	0.0921666	1.89176e-05
6	7.72247e-06	36	0.105527	5.78639e-06
6	7.72247e-06	37	0.118887	3.93313e-06
6	7.72247e-06	38	0.132247	8.62719e-07
6	7.72247e-06	39	0.145607	0
6	7.72247e-06	40	0.158967	0
6	7.72247e-06	41	0.172328	9.70702e-07
6	7.72247e-06	42	0.185688	9.82276e-07
6	7.72247e-06	43	0.199048	0
6	7.72247e-06	44	0.212408	0
6	7.72247e-06	45	0.225768	0
6	7.72247e-06	46	0.239128	0
6	7.72247e-06	47	0.252489	0
6	7.72247e-06	48	0.265849	0
6	7.72247e-06	49	0.279209	0
7	8.91054e-06	0	-0.375439	0
7	8.91054e-06	1	-0.362079	0
7	8.91054e-06	2	-0.348719	0
7	8.91054e-06	3	-0.335359	0
7	8.91054e-06	4	-0.321999	0
7	8.91054e-06	5	-0.308638	0
7	8.91054e-06	6	-0.295278	0
7	8.91054e-06	7	-0.281918	0
7	8.91054e-06	8	-0.268558	0
7	8.91054e-06	9	-0.255198	0
7	8.91054e-06	10	-0.241838	0
7	8.91054e-06	11	-0.228477	0
7	8.91054e-06	12	-0.215117	0
7	8.91054e-06	13	-0.201757	0
7	8.91054e-06	14	-0.188397	0
7	8.91054e-06	15	-0.175037	0
7	8.91054e-06	16	-0.161677	0
7	8.91054e-06	17	-0.148316	1.72896e-06
7	8.91054e-06	18	-0.134956	1.7966e-06
7	8.91054e-06	19	-0.121596	8.02721e-06
7	8.91054e-06	20	-0.108236	8.54082e-07
7	8.91054e-06	21	-0.0948757	1.62907e-05
7	8.91054e-06	22	-0.0815155	3.66366e-05
7	8.91054e-06	23	-0.0681554	0.000204113
7	8.91054e-06	24	-0.0547952	0.00223238
7	8.91054e-06	25	-0.041435	0.0197947
7	8.91054e-06	26	-0.0280749	0.0926078
7	8.91054e-06	27	-0.0147147	0.222199
7	8.91054e-06	28	-0.00135454	0.271172
7	8.91054e-06	29	0.0120056	0.241683
7	8.91054e-06	30	0.0253658	0.116494
7	8.91054e-06	31	0.038726	0.0294518
7	8.91054e-06	32	0.0520861	0.00367085
7	8.91054e-06	33	0.0654463	0.000298565
7	8.91054e-06	34	0.0788065	7.879e-05
7	8.91054e-06	35	0.0921666	2.66484e-05
7	8.91054e-06	36	0.105527	6.3355e-06
7	8.91054e-06	37	0.118887	7.71024e-06
7	8.91054e-06	38	0.132247	2.62236e-06
7	8.91054e-06	39	0.145607	9.94473e-07
7	8.91054e-06	40	0.158967	1.19156e-06
7	8.91054e-06	41	0.172328	1.23843e-06
7	8.91054e-06	42	0.185688	0
7	8.91054e-06	43	0.199048	0
7	8.91054e-06	44	0.212408	0
7	8.91054e-06	45	0.225768	0
7	8.91054e-06	46	0.239128	0
7	8.91054e-06	47	0.252489	0
7	8.91054e-06	48	0.265849	0
7	8.91054e-06	49	0.279209	0
8	1.00986e-05	0	-0.375439	0
8	1.00986e-05	1	-0.362079	0
8	1.00986e-05	2	-0.348719	0
8	1.00986e-05	3	-0.335359	0
8	1.00986e-05	4	-0.321999	0
8	1.00986e-05	5	-0.308638	0
8	1.00986e-05	6	-0.295278	0
8	1.00986e-05	7	-0.281918	0
8	1.00986e-05	8	-0.268558	7.07802e-07
8	1.00986e-05	9	-0.255198	0
8	1.00986e-05	10	-0.241838	0
8	1.00986e-05	11	-0.228477	0
8	1.00986e-05	12	-0.215117	0
8	1.00986e-05	13	-0.201757	0
8	1.00986e-05	14	-0.188397	1.2108e-06
8	1.00986e-05	15	-0.175037	0
8	1.00986e-05	16	-0.161677	2.14483e-06
8	1.00986e-05	17	-0.148316	2.02675e-06
8	1.00986e-05	18	-0.134956	0
8	1.00986e-05	19	-0.121596	1.93012e-06
8	1.00986e-05	20	-0.108236	7.35168e-06
8	1.00986e-05	21	-0.0948757	2.16835e-05
8	1.00986e-05	22	-0.0815155	4.41385e-05
8	1.00986e-05	23	-0.0681554	0.000260344
8	1.00986e-05	24	-0.0547952	0.00325166
8	1.00986e-05	25	-0.041435	0.0246663
8	1.00986e-05	26	-0.0280749	0.106781
8	1.00986e-05	27	-0.0147147	0.219362
8	1.00986e-05	28	-0.00135454	0.240337
8	1.00986e-05	29	0.0120056	0.232184
8	1.00986e-05	30	0.0253658	0.131603
8	1.00986e-05	31	0.038726	0.0359338
8	1.00986e-05	32	0.0520861	0.00495862
8	1.00986e-05	33	0.0654463	0.000471242
8	1.00986e-05	34	0.0788065	8.19023e-05
8	1.00986e-05	35	0.0921666	1.35286e-05
8	1.00986e-05	36	0.105527	2.64253e-06
8	1.00986e-05	37	0.118887	4.05387e-06
8	1.00986e-05	38	0.132247	9.49137e-07
8	1.00986e-05	39	0.145607	2.99615e-06
8	1.00986e-05	40	0.158967	8.82713e-07
8	1.00986e-05	41	0.172328	0
8	1.00986e-05	42	0.185688	0
8	1.00986e-05	43	0.199048	1.25881e-06
8	1.00986e-05	44	0.212408	1.21215e-06
8	1.00986e-05	45	0.225768	0
8	1.00986e-05	46	0.239128	0
8	1.00986e-05	47	0.252489	0
8	1.00986e-05	48	0.265849	0
8	1.00986e-05	49	0.279209	0
9	1.12867e-05	0	-0.375439	0
9	1.12867e-05	1	-0.362079	0
9	1.12867e-05	2	-0.348719	0
9	1.12867e-05	3	-0.335359	0
9	1.12867e-05	4	-0.321999	0
9	1.12867e-05	5	-0.308638	0
9	1.12867e-05	6	-0.295278	0
9	1.12867e-05	7	-0.281918	0
9	1.12867e-05	8	-0.268558	0
9	1.12867e-05	9	-0.255198	0
9	1.12867e-05	10	-0.241838	0
9	1.12867e-05	11	-0.228477	2.50936e-06
9	1.12867e-05	12	-0.215117	2.51044e-06
9	1.12867e-05	13	-0.201757	1.27798e-06
9	1.12867e-05	14	-0.188397	0
9	1.12867e-05	15	-0.175037	0
9	1.12867e-05	16	-0.161677	8.50936e-07
9	1.12867e-05	17	-0.148316	9.62215e-07
9	1.12867e-05	18	-0.134956	0
9	1.12867e-05	19	-0.121596	2.81554e-06
9	1.12867e-05	20	-0.108236	8.52407e-06
9	1.12867e-05	21	-0.0948757	9.04957e-06
9	1.12867e-05	22	-0.0815155	4.85026e-05
9	1.12867e-05	23	-0.0681554	0.000406801
9	1.12867e-05	24	-0.0547952	0.00408384
9	1.12867e-05	25	-0.041435	0.030435
9	1.12867e-05	26	-0.0280749	0.118206
9	1.12867e-05	27	-0.0147147	0.209681
9	1.12867e-05	28	-0.00135454	0.224121
9	1.12867e-05	29	0.0120056	0.219471
9	1.12867e-05	30	0.0253658	0.143419
9	1.12867e-05	31	0.038726	0.04301
9	1.12867e-05	32	0.0520861	0.00627888
9	1.12867e-05	33	0.0654463	0.000679176
9	1.12867e-05	34	0.0788065	9.11096e-05
9	1.12867e-05	35	0.0921666	2.44206e-05
9	1.12867e-05	36	0.105527	5.2664e-06
9	1.12867e-05	37	0.118887	3.84272e-06
9	1.12867e-05	38	0.132247	9.66917e-07
9	1.12867e-05	39	0.145607	9.01267e-07
9	1.12867e-05	40	0.158967	9.60856e-07
9	1.12867e-05	41	0.172328	8.31537e-07
9	1.12867e-05	42	0.185688	1.92327e-06
9	1.12867e-05	43	0.199048	0
9	1.12867e-05	44	0.212408	0
9	1.12867e-05	45	0.225768	0
9	1.12867e-05	46	0.239128	0
9	1.12867e-05	47	0.252489	1.00283e-06
9	1.12867e-05	48	0.265849	1.01482e-06
9	1.12867e-05	49	0.279209	0
10	1.24748e-05	0	-0.375439	0
10	1.24748e-05	1	-0.362079	0
10	1.24748e-05	2	-0.348719	0
10	1.24748e-05	3	-0.335359	0
10	1.24748e-05	4	-0.321999	0
10	1.24748e-05	5	-0.308638	0
10	1.24748e-05	6	-0.295278	0
10	1.24748e-05	7	-0.281918	0
10	1.24748e-05	8	-0.268558	0
10	1.24748e-05	9	-0.255198	0
10	1.24748e-05	10	-0.241838	0
10	1.24748e-05	11	-0.228477	1.26965e-06
10	1.24748e-05	12	-0.215117	0
10	1.24748e-05	13	-0.201757	0
10	1.24748e-05	14	-0.188397	0
10	1.24748e-05	15	-0.175037	0
10	1.24748e-05	16	-0.161677	0
10	1.24748e-05	17	-0.148316	3.0019e-06
10	1.24748e-05	18	-0.134956	9.98073e-07
10	1.24748e-05	19	-0.121596	2.21507e-06
10	1.24748e-05	20	-0.108236	3.9804e-06
10	1.24748e-05	21	-0.0948757	6.00926e-06
10	1.24748e-05	22	-0.0815155	6.66632e-05
10	1.24748e-05	23	-0.0681554	0.000600024
10	1.24748e-05	24	-0.0547952	0.00499238
10	1.24748e-05	25	-0.041435	0.0360097
10	1.24748e-05	26	-0.0280749	0.127876
10	1.24748e-05	27	-0.0147147	0.203507
10	1.24748e-05	28	-0.00135454	0.20514
10	1.24748e-05	29	0.0120056	0.210382
10	1.24748e-05	30	0.0253658	0.151952
10	1.24748e-05	31	0.038726	0.0506108
10	1.24748e-05	32	0.0520861	0.00781714
10	1.24748e-05	33	0.0654463	0.000901127
10	1.24748e-05	34	0.0788065	0.000103009
10	1.24748e-05	35	0.0921666	1.09466e-05
10	1.24748e-05	36	0.105527	4.00877e-06
10	1.24748e-05	37	0.118887	6.23669e-06
10	1.24748e-05	38	0.132247	9.96444e-07
10	1.24748e-05	39	0.145607	1.03348e-06
10	1.24748e-05	40	0.158967	9.98496e-07
10	1.24748e-05	41	0.172328	0
10	1.24748e-05	42	0.185688	0
10	1.24748e-05	43	0.199048	0
10	1.24748e-05	44	0.212408	1.33723e-06
10	1.24748e-05	45	0.225768	0
10	1.24748e-05	46	0.239128	0
10	1.24748e-05	47	0.252489	0
10	1.24748e-05	48	0.265849	0
10	1.24748e-05	49	0.279209	0
11	1.36628e-05	0	-0.375439	0
11	1.36628e-05	1	-0.362079	0
11	1.36628e-05	2	-0.348719	0
11	1.36628e-05	3	-0.335359	0
11	1.36628e-05	4	-0.321999	0
11	1.36628e-05	5	-0.308638	0
11	1.36628e-05	6	-0.295278	0
11	1.36628e-05	7	-0.281918	0
11	1.36628e-05	8	-0.268558	0
11	1.36628e-05	9	-0.255198	0
11	1.36628e-05	10	-0.241838	1.38865e-06
11	1.36628e-05	11	-0.228477	0
11	1.36628e-05	12	-0.215117	0
11	1.36628e-05	13	-0.201757	0
11	1.36628e-05	14	-0.188397	0
11	1.36628e-05	15	-0.175037	1.04406e-06
11	1.36628e-05	16	-0.161677	2.23558e-06
11	1.36628e-05	17	-0.148316	0
11	1.36628e-05	18	-0.134956	2.09642e-06
11	1.36628e-05	19	-0.121596	4.44334e-06
11	1.36628e-05	20	-0.108236	7.32354e-06
11	1.36628e-05	21	-0.0948757	6.27047e-06
11	1.36628e-05	22	-0.0815155	0.00011939
11	1.36628e-05	23	-0.0681554	0.000754143
11	1.36628e-05	24	-0.0547952	0.00623312
11	1.36628e-05	25	-0.041435	0.0441569
11	1.36628e-05	26	-0.0280749	0.133801
11	1.36628e-05	27	-0.0147147	0.197423
11	1.36628e-05	28	-0.00135454	0.190514
11	1.36628e-05	29	0.0120056	0.201817
11	1.36628e-05	30	0.0253658	0.154652
11	1.36628e-05	31	0.038726	0.0593093
11	1.36628e-05	32	0.0520861	0.00994947
11	1.36628e-05	33	0.0654463	0.00106452
11	1.36628e-05	34	0.0788065	0.000145115
11	1.36628e-05	35	0.0921666	1.87017e-05
11	1.36628e-05	36	0.105527	5.20286e-06
11	1.36628e-05	37	0.118887	3.12197e-06
11	1.36628e-05	38	0.132247	3.37461e-06
11	1.36628e-05	39	0.145607	2.11354e-06
11	1.36628e-05	40	0.158967	2.10588e-06
11	1.36628e-05	41	0.172328	2.37209e-06
11	1.36628e-05	42	0.185688	0
11	1.36628e-05	43	0.199048	0
11	1.36628e-05	44	0.212408	0
11	1.36628e-05	45	0.225768	0
11	1.36628e-05	46	0.239128	0
11	1.36628e-05	47	0.252489	0
11	1.36628e-05	48	0.265849	0
11	1.36628e-05	49	0.279209	0
12	1.48509e-05	0	-0.375439	0
12	1.48509e-05	1	-0.362079	0
12	1.48509e-05	2	-0.348719	0
12	1.48509e-05	3	-0.335359	0
12	1.48509e-05	4	-0.321999	0
12	1.48509e-05	5	-0.308638	0
12	1.48509e-05	6	-0.295278	0
12	1.48509e-05	7	-0.281918	0
12	1.48509e-05	8	-0.268558	0
12	1.48509e-05	9	-0.255198	0
12	1.48509e-05	10	-0.241838	0
12	1.48509e-05	11	-0.228477	0
12	1.48509e-05	12	-0.215117	0
12	1.48509e-05	13	-0.201757	0
12	1.48509e-05	14	-0.188397	0
12	1.48509e-05	15	-0.175037	0
12	1.48509e-05	16	-0.161677	3.35665e-06
12	1.48509e-05	17	-0.148316	3.36957e-06
12	1.48509e-05	18	-0.134956	5.5787e-06
12	1.48509e-05	19	-0.121596	3.28582e-06
12	1.48509e-05	20	-0.108236	6.68697e-06
12	1.48509e-05	21	-0.0948757	1.21681e-05
12	1.48509e-05	22	-0.0815155	0.000145669
12	1.48509e-05	23	-0.0681554	0.000898013
12	1.48509e-05	24	-0.0547952	0.00791009
12	1.48509e-05	25	-0.041435	0.0514583
